"music_id","seq","line1","line2","line3","line4","line5","line6"
"22","0","_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,1/6,1/_,_/3,1/6,1/10,1/_,17/10,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/11,1/_,17/11,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,1/3,1/_,_/0,1/3,1/_,_/_,_/0,1/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/12,1/_,17/12,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/12,1/_,17/12,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/1,1/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","1","_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/5,1/_,_/2,1/5,1/10,1/_,17/10,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/10,1/_,17/10,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/11,1/_,17/11,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/_,_/_,_/_,_/_,_/0,1/4,1/_,_/0,1/4,1/_,_/0,1/4,1/_,_/_,_/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/12,1/_,17/12,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/_,_/_,_/5,1/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,17/2,1/5,1/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","2","_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,1/7,1/_,_/_,_/7,1/10,1/_,_/7,1/10,1/15,1/_,17/15,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,1/3,1/_,_/0,1/3,1/_,_/_,_/0,1/3,1/_,_/_,_/_,_/8,1/_,_/_,_/8,1/_,_/_,_/15,1/_,17/15,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/16,1/_,17/16,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/_,_/_,_/5,1/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/17,1/_,17/17,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/_,_/5,1/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/3,1/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","3","_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/3,1/8,1/11,1/15,1/_,17/15,1/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/3,1/6,1/9,1/15,1/_,17/15,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/_,_/_,_/_,_/_,_/1,1/4,1/_,_/_,_/_,_/_,_/13,1/_,17/13,1/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/14,1/_,17/14,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/_,_/_,_/0,1/0,1/_,_/_,_/_,_/_,_/_,_/_,_/12,1/_,17/12,1/_,17/_,_/_,17/_,_/_,_/_,_/0,1/0,1/3,1/_,_/_,_/_,_/_,_/_,_/12,1/_,17/12,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,17/_,_/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,17/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,17/3,1/6,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","4","14,1/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/9,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","15,1/_,17/_,_/15,1/_,_/15,1/_,_/15,1/_,_/15,1/_,_/15,1/_,_/15,1/_,_/15,1/_,_/_,_/15,1/_,_/_,_/13,1/_,_/11,1/_,_/10,1/_,_/8,1/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/14,1/_,_/_,_/_,_/_,_/14,1/_,_/12,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/8,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","16,1/_,17/0,1/_,_/12,1/_,_/14,1/_,_/16,1/_,_/17,1/_,_/_,_/_,_/16,1/_,_/_,_/_,_/_,_/_,_/_,_/13,1/_,_/12,1/_,_/10,1/_,_/8,1/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,17/17,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/15,1/_,_/_,_/_,_/_,_/15,1/_,_/13,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/10,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,17/14,1/_,_/14,1/_,_/15,1/_,_/17,1/_,_/18,1/_,_/_,_/_,_/17,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","5","_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/_,_/10,1/_,_/10,1/8,1/10,1/6,1/10,1/_,_/10,1/_,_/10,1/_,_/10,1/_,_/9,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/7,1/_,_/8,1/_,_/10,1/_,_/7,1/_,_/_,_/10,1/_,_/8,1/_,_/_,_/_,_/_,_/_,_/10,1/_,_/8,1/_,_/7,1/_,_/8,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","7,1/_,_/7,1/_,_/7,1/_,_/9,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/8,1/_,_/7,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/7,1/_,_/8,1/_,_/10,1/_,_/7,1/_,_/_,_/10,1/_,_/8,1/_,_/_,_/_,_/_,_/_,_/10,1/_,_/8,1/_,_/7,1/_,_/10,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","9,1/_,_/9,1/_,_/9,1/_,_/10,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","6","_,_/10,1/_,_/9,1/_,_/10,1/_,_/9,1/_,_/10,1/_,_/9,1/_,_/10,1/_,_/9,1/_,_/10,1/_,23/_,_/_,24/_,17/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/4,1/_,_/_,_/_,_/4,1/_,_/_,_/_,_/4,1/_,_/_,_/_,_/4,1/_,_/_,_/_,_/_,23/_,_/_,24/_,17/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","7,1/_,_/0,1/_,_/7,1/_,_/0,1/_,_/7,1/_,_/0,1/_,_/7,1/_,_/0,1/_,_/_,_/7,1/_,23/_,_/_,24/_,17/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,1/3,1/_,_/0,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/_,_/0,1/_,23/0,4/_,24/_,17/_,17/_,17/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","9,1/_,_/_,_/_,_/9,1/_,_/_,_/_,_/9,1/_,_/_,_/_,_/9,1/_,_/_,_/_,_/_,_/9,1/_,23/_,_/_,24/_,17/_,17/_,17/_,_/1,1/_,_/_,_/1,1/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,23/_,_/_,24/_,17/_,17/_,17/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","7","_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,1/6,1/6,1/10,1/15,1/18,1/_,17/18,1/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","3,1/_,_/_,_/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/15,1/_,17/15,1/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/0,1/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,17/_,_/_,_/_,_/3,1/_,_/0,1/3,1/_,_/0,1/3,1/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,17/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,17/_,_/4,1/_,_/_,_/4,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,17/_,_/_,17/_,17/6,1/3,1/_,_/0,1/_,_/3,1/_,_/0,1/_,_/3,1/_,_/0,1/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","8","6,1/_,_/3,1/6,1/9,1/_,_/6,1/9,1/15,1/_,_/9,1/15,1/18,1/_,17/18,1/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/0,1/3,1/_,_/0,1/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/8,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/6,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/15,1/_,_/_,_/15,1/_,17/15,1/_,17/_,17/_,_/_,_/0,1/2,1/_,_/0,1/2,1/_,_/0,1/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,17/_,_/2,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,17/_,17/0,1/0,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,1/_,_/3,1/_,_/0,1/_,_/3,1/_,_/0,1/_,_/3,1/_,_/0,1/_,17/3,1/_,17/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","9","5,1/0,1/3,1/5,1/12,1/_,_/_,_/12,1/15,1/12,1/_,_/_,_/12,1/_,_/_,_/0,1/_,_/1,1/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,17/_,_/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/10,1/_,_/_,_/_,_/10,1/8,1/_,_/10,1/8,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/12,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,17/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/0,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/0,1/_,_/_,_/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,17/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/1,1/_,_/_,_/_,_/1,1/_,_/_,17/_,_/1,1/_,_/_,_/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
"22","10","_,_/_,_/0,0/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/5,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","2,0/3,0/_,_/3,1/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/2,1/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/3,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","_,_/_,_/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/0,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/","0,0/_,_/_,_/_,_/3,1/_,_/0,1/_,_/3,1/_,_/0,1/_,_/3,1/_,_/0,1/_,_/3,1/_,_/_,_/1,1/_,_/1,1/_,_/1,1/_,_/1,1/_,_/1,1/_,_/1,1/_,_/1,1/_,_/1,1/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/_,_/"
